category,medicine_name,therapeutic_area,common_name,active_substance,product_number,patient_safety,authorisation_status,atc_code,additional_monitoring,generic,biosimilar,conditional_approval,exceptional_circumstances,accelerated_assessment,orphan_medicine,marketing_authorisation_date,date_of_refusal_of_marketing_authorisation,marketing_authorisation_holder_company_name,pharmacotherapeutic_group,date_of_opinion,decision_date,revision_number,condition_indication,species,first_published,revision_date,url
human,Zonisamide Mylan,Epilepsy,zonisamide,zonisamide,4127,False,authorised,N03AX15,False,True,False,False,False,False,False,3/31/16,,Mylan Pharmaceuticals Limited,"Antiepileptics,",1/28/16,7/14/22,8.0,", 	Monotherapy in the treatment of partial seizures, with or without secondary generalisation, in adults with newly diagnosed epilepsy;, 	adjunctive therapy in the treatment of partial seizures, with or without secondary generalisation, in adults, adolescents, and children aged 6 years and above., ,",,2018-03-26T12:02:00Z,2022-07-15T11:27:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/zonisamide-mylan
human,Bevespi Aerosphere,"Pulmonary Disease, Chronic Obstructive","glycopyrronium, formoterol fumarate dihydrate","glycopyrronium, formoterol fumarate dihydrate",4245,False,authorised,R03AL07,False,False,False,False,False,False,False,12/18/18,,AstraZeneca AB,formoterol and glycopyrronium bromide,10/18/18,7/13/22,5.0,"Bevespi Aerosphere is indicated as a maintenance bronchodilator treatment to relieve symptoms in adult patients with chronic obstructive pulmonary disease (COPD).,",,2019-02-05T15:47:00Z,2022-07-13T15:46:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/bevespi-aerosphere
human,Jalra,"Diabetes Mellitus, Type 2",vildagliptin,vildagliptin,1048,False,authorised,A10BH02,False,False,False,False,False,False,False,11/19/08,,Novartis Europharm Limited,"Dipeptidyl peptidase 4 (DPP-4) inhibitors, Drugs used in diabetes",9/25/08,5/4/22,23.0,"Vildagliptin is indicated as an adjunct to diet and exercise to improve glycaemic control in adults with type 2 diabetes mellitus:, , , 	as monotherapy in patients in whom metformin is inappropriate due to contraindications or intolerance., 	in combination with other medicinal products for the treatment of diabetes, including insulin, when these do not provide adequate glycaemic control (see sections 4.4, 4.5 and 5.1 for available data on different combinations)., ,",,2018-04-26T00:09:00Z,2022-07-12T17:41:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/jalra
human,Crixivan,HIV Infections,indinavir,indinavir sulfate ethanolate,128,False,withdrawn,J05AE02,False,False,False,False,False,False,False,10/4/96,,Merck Sharp & Dohme B.V.,Antivirals for systemic use,,8/3/18,39.0,"Crixivan is indicated in combination with antiretroviral nucleoside analogues for the treatment of HIV-1 infected adults.,",,2018-06-19T22:00:00Z,2022-07-12T09:56:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/crixivan
human,Darzalex,Multiple Myeloma,daratumumab,daratumumab,4077,False,authorised,L01FC01,False,False,False,False,False,True,True,5/20/16,,Janssen-Cilag International N.V.,"Antineoplastic agents, monoclonal antibodies and antibody drug conjugates",3/31/16,6/30/22,19.0,"Multiple Myeloma, , Darzalex is indicated:, , , 	 in combination with lenalidomide and dexamethasone or with bortezomib, melphalan and prednisone for the treatment of adult patients with newly diagnosed multiple myeloma who are ineligible for autologous stem cell transplant., 	in combination with bortezomib, thalidomide and dexamethasone for the treatment of adult patients with newly diagnosed multiple myeloma who are eligible for autologous stem cell transplant., 	in combination with lenalidomide and dexamethasone, or bortezomib and dexamethasone, for the treatment of adult patients with multiple myeloma who have received at least one prior therapy., 	in combination with pomalidomide and dexamethasone for the treatment of adult patients with multiple myeloma who have received one prior therapy containing a proteasome inhibitor and lenalidomide and were lenalidomide refractory, or who have received at least two prior therapies that included lenalidomide and a proteasome inhibitor and have demonstrated disease progression on or after the last therapy (see section 5.1)., 	as monotherapy for the treatment of adult patients with relapsed and refractory multiple myeloma, whose prior therapy included a proteasome inhibitor and an immunomodulatory agent and who have demonstrated disease progression on the last therapy., , , AL Amyloidosis, , DARZALEX is indicated in combination with cyclophosphamide, bortezomib and dexamethasone for the treatment of adult patients with newly diagnosed systemic light chain (AL) amyloidosis.,",,2018-08-31T15:16:00Z,2022-07-11T13:42:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/darzalex
human,Levetiracetam Teva,Epilepsy,levetiracetam,levetiracetam,2316,False,authorised,N03AX14,False,True,False,False,False,False,False,8/25/11,,Teva B.V.,Nervous system,5/19/11,7/6/22,19.0,"Levetiracetam Teva is indicated as monotherapy in the treatment of partial onset seizures with or without secondary generalisation in adults and adolescents from 16 years of age with newly diagnosed epilepsy.Levetiracetam Teva is indicated as adjunctive therapy:in the treatment of partial onset seizures with or without secondary generalisation in adults, adolescents, children and infants from 1 month of age with epilepsy;in the treatment of myoclonic seizures in adults and adolescents from 12 years of age with juvenile myoclonic epilepsy;in the treatment of primary generalised tonic-clonic seizures in adults and adolescents from 12 years of age with idiopathic generalised epilepsy.",,2018-01-31T13:11:00Z,2022-07-06T12:57:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/levetiracetam-teva
human,Iressa,"Carcinoma, Non-Small-Cell Lung",gefitinib,gefitinib,1016,False,authorised,L01XE02,False,False,False,False,False,False,False,6/24/09,,AstraZeneca AB,Antineoplastic agents,,7/4/22,15.0,"Iressa is indicated for the treatment of adult patients with locally advanced or metastatic non-small-cell lung cancer with activating mutations of epidermal-growth-factor-receptor tyrosine kinase.,",,2018-04-23T00:00:00Z,2022-07-05T16:42:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/iressa
human,Levetiracetam Actavis,Epilepsy,levetiracetam,levetiracetam,2355,False,authorised,N03AX14,False,True,False,False,False,False,False,10/3/11,,Actavis Group PTC ehf,"Antiepileptics,",,6/29/22,18.0,"Levetiracetam Actavis is indicated as monotherapy in the treatment of partial-onset seizures with or without secondary generalisation in patients from 16 years of age with newly diagnosed epilepsy.Levetiracetam Actavis is indicated as adjunctive therapy:in the treatment of partial-onset seizures with or without secondary generalisation in adults, children and infants from one month of age with epilepsy;in the treatment of myoclonic seizures in adults and adolescents from 12 years of age with juvenile myoclonic epilepsy;in the treatment of primary generalised tonic-clonic seizures in adults and adolescents from 12 years of age with idiopathic generalised epilepsy.",,2018-03-21T13:41:00Z,2022-07-01T13:34:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/levetiracetam-actavis
human,Ristfor,"Diabetes Mellitus, Type 2","sitagliptin, metformin hydrochloride","sitagliptin, metformin hydrochloride",1235,False,authorised,A10BD07,False,False,False,False,False,False,False,3/15/10,,Merck Sharp & Dohme B.V.,Drugs used in diabetes,12/17/09,6/28/22,25.0,"For patients with type-2 diabetes mellitus:, , , 	Ristfor is indicated as an adjunct to diet and exercise to improve glycaemic control in patients inadequately controlled on their maximal tolerated dose of metformin alone or those already being treated with the combination of sitagliptin and metformin., 	Ristfor is indicated in combination with a sulphonylurea (i.e. triple combination therapy) as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a sulphonylurea., 	Ristfor is indicated as triple combination therapy with a peroxisome proliferator-activated-receptor-gamma (PPARγ) agonist (i.e. a thiazolidinedione) as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a PPARγ agonist., 	Ristfor is also indicated as add-on to insulin (i.e. triple combination therapy) as an adjunct to diet and exercise to improve glycaemic control in patients when stable dose of insulin and metformin alone do not provide adequate glycaemic control., ,",,2018-06-29T02:00:00Z,2022-07-01T12:12:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/ristfor
human,Thalidomide BMS (previously Thalidomide Celgene),Multiple Myeloma,thalidomide,thalidomide,823,False,authorised,L04AX02,False,False,False,False,False,False,False,4/16/08,,Bristol-Myers Squibb Pharma EEIG,Immunosuppressants,,12/13/21,30.0,"Thalidomide BMS in combination with melphalan and prednisone as first line treatment of patients with untreated multiple myeloma, aged >/= 65 years or ineligible for high dose chemotherapy., , Thalidomide BMS is prescribed and dispensed according to the Thalidomide Celgene Pregnancy Prevention Programme (see section 4.4).,",,2018-08-08T00:09:00Z,2022-07-01T11:17:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/thalidomide-celgene
human,Levetiracetam Actavis Group,Epilepsy,levetiracetam,levetiracetam,2305,False,authorised,N03AX14,False,True,False,False,False,False,False,12/4/11,,Actavis Group PTC ehf,"Antiepileptics,",,6/29/22,16.0,"Levetiracetam Actavis Group is indicated as monotherapy in the treatment of partial-onset seizures with or without secondary generalisation in patients from 16 years of age with newly diagnosed epilepsy.Levetiracetam Actavis Group is indicated as adjunctive therapy:in the treatment of partial-onset seizures with or without secondary generalisation in adults, children and infants from 1 month of age with epilepsy;in the treatment of myoclonic seizures in adults and adolescents from 12 years of age with juvenile myoclonic epilepsy;in the treatment of primary generalised tonic-clonic seizures in adults and adolescents from 12 years of age with idiopathic generalised epilepsy.",,2018-03-20T14:00:00Z,2022-07-01T11:09:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/levetiracetam-actavis-group
human,Ristaben,"Diabetes Mellitus, Type 2",sitagliptin,sitagliptin,1234,False,authorised,A10BH01,False,False,False,False,False,False,False,3/15/10,,Merck Sharp & Dohme B.V.,Drugs used in diabetes,12/17/09,6/28/22,24.0,"For adult patients with type-2 diabetes mellitus, Ristaben is indicated to improve glycaemic control:, , , 	as monotherapy:, 	, 		in patients inadequately controlled by diet and exercise alone and for whom metformin is inappropriate due to contraindications or intolerance;, 	, 	, 	as dual oral therapy in combination with:, 	, 		metformin when diet and exercise plus metformin alone do not provide adequate glycaemic control;, 		a sulphonylurea when diet and exercise plus maximal tolerated dose of a sulphonylurea alone do not provide adequate glycaemic control and when metformin is inappropriate due to contraindications or intolerance;, 		a peroxisome proliferator-activated-receptor-gamma (PPARγ) agonist (i.e. a thiazolidinedione) when use of a PPARγ agonist is appropriate and when diet and exercise plus the PPARγ agonist alone do not provide adequate glycaemic control;, 	, 	, 	as triple oral therapy in combination with:, 	, 		a sulphonylurea and metformin when diet and exercise plus dual therapy with these medicinal products do not provide adequate glycaemic control;, 		a PPARγ agonist and metformin when use of a PPARγ agonist is appropriate and when diet and exercise plus dual therapy with these medicinal products do not provide adequate glycaemic control., 	, 	, , , Ristaben is also indicated as add-on to insulin (with or without metformin) when diet and exercise plus stable dose of insulin do not provide adequate glycaemic control.,",,2018-05-22T11:39:00Z,2022-07-01T10:30:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/ristaben
human,Januvia,"Diabetes Mellitus, Type 2",sitagliptin,sitagliptin,722,False,authorised,A10BH01,False,False,False,False,False,False,False,3/20/07,,Merck Sharp and Dohme B.V,Drugs used in diabetes,,9/2/21,30.0,"For adult patients with type-2 diabetes mellitus, Januvia is indicated to improve glycaemic control:, , , 	as monotherapy:, 	, 		in patients inadequately controlled by diet and exercise alone and for whom metformin is inappropriate due to contraindications or intolerance;, 	, 	, 	as dual oral therapy in combination with:, 	, 		metformin when diet and exercise plus metformin alone do not provide adequate glycaemic control;, 		a sulphonylurea when diet and exercise plus maximal tolerated dose of a sulphonylurea alone do not provide adequate glycaemic control and when metformin is inappropriate due to contraindications or intolerance;, 		a peroxisome-proliferator-activated-receptor-gamma (PPARγ) agonist (i.e. a thiazolidinedione) when use of a PPARγ agonist is appropriate and when diet and exercise plus the PPARγ agonist alone do not provide adequate glycaemic control;, 		a PPARγ agonist (i.e. a thiazolidinedione) when use of a PPARγ agonist is appropriate and when diet and exercise plus the PPARγ agonist alone do not provide adequate glycaemic control;, 	, 	, 	as triple oral therapy in combination with:, 	, 		a sulphonylurea and metformin when diet and exercise plus dual therapy with these medicinal products do not provide adequate glycaemic control;, 		a PPARγ agonist and metformin when use of a PPARγ agonist is appropriate and when diet and exercise plus dual therapy with these medicinal products do not provide adequate glycaemic control., 	, 	, , , Januvia is also indicated as add-on to insulin (with or without metformin) when diet and exercise plus stable dose of insulin do not provide adequate glycaemic control.,",,2018-05-16T23:09:00Z,2022-06-30T16:00:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/januvia
human,Starlix,"Diabetes Mellitus, Type 2",nateglinide,nateglinide,335,False,withdrawn,A10BX03,False,False,False,False,False,False,False,4/3/01,,Novartis Europharm Limited,Drugs used in diabetes,,11/8/21,15.0,Nateglinide is indicated for combination therapy with metformin in type-2 diabetic patients inadequately controlled despite a maximally tolerated dose of metformin alone.,,2018-05-08T11:58:00Z,2022-06-28T11:43:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/starlix
human,Levetiracetam Sun,Epilepsy,levetiracetam,levetiracetam,2051,False,authorised,N03AX14,False,True,False,False,False,False,False,12/14/11,,Sun Pharmaceutical Industries Europe B.V.,Other antiepileptics,10/20/11,6/23/22,17.0,Levetiracetam Sun is indicated as monotherapy in the treatment of partial-onset seizures with or without secondary generalisation in patients from 16 years of age with newly diagnosed epilepsy.Levetiracetam Sun is indicated as adjunctive therapy:in the treatment of partial-onset seizures with or without secondary generalisation in adults and children from four years of age with epilepsy;in the treatment of myoclonic seizures in adults and adolescents from 12 years of age with juvenile myoclonic epilepsy;in the treatment of primary generalised tonic-clonic seizures in adults and adolescents from 12 years of age with idiopathic generalised epilepsy.Levetiracetam Sun concentrate is an alternative for patients when oral administration is temporarily not feasible.,,2018-07-24T16:35:00Z,2022-06-24T16:00:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/levetiracetam-sun
human,Sitagliptin / Metformin hydrochloride Mylan,"Diabetes Mellitus, Type 2","sitagliptin hydrochloride monohydrate, metformin hydrochloride","sitagliptin hydrochloride monohydrate, metformin hydrochloride",5678,False,authorised,A10BD07,False,True,False,False,False,False,False,2/16/22,,Mylan Ireland Limited,Drugs used in diabetes,12/16/21,6/20/22,1.0,"For adult patients with type 2 diabetes mellitus:Sitagliptin/Metformin hydrochloride Mylan is indicated as an adjunct to diet and exercise to improve glycaemic control in patients inadequately controlled on their maximal tolerated dose of metformin alone or those already being treated with the combination of sitagliptin and metformin.Sitagliptin/Metformin hydrochloride Mylan is indicated in combination with a sulphonylurea (i.e., triple combination therapy) as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a sulphonylurea.Sitagliptin/Metformin hydrochloride Mylan is indicated as triple combination therapy with a peroxisome proliferator-activated receptor gamma (PPARg) agonist (i.e., a thiazolidinedione) as an adjunct to diet and exercise in patients inadequately controlled on their maximal tolerated dose of metformin and a PPARg agonist.Sitagliptin/Metformin hydrochloride Mylan is also indicated as add-on to insulin (i.e., triple combination therapy) as an adjunct to diet and exercise to improve glycaemic control in patients when stable dose of insulin and metformin alone do not provide adequate glycaemic control.",,2021-12-14T12:10:00Z,2022-06-21T14:45:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/sitagliptin-metformin-hydrochloride-mylan
human,Gefitinib Mylan,"Carcinoma, Non-Small-Cell Lung",gefitinib,gefitinib,4826,False,authorised,L01XE02,False,True,False,False,False,False,False,9/27/18,,Mylan Pharmaceuticals Limited,"Antineoplastic agents, Protein kinase inhibitors",,6/15/22,5.0,Gefitinib Mylan is indicated as monotherapy for the treatment of adult patients with locally advanced or metastatic non‑small cell lung cancer (NSCLC) with activating mutations of EGFR‑TK.,,2018-10-10T13:10:00Z,2022-06-17T15:18:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/gefitinib-mylan
human,Kyprolis,Multiple Myeloma,carfilzomib,carfilzomib,3790,False,authorised,L01XX45,False,False,False,False,False,True,True,11/19/15,,Amgen Europe B.V.,Antineoplastic agents,9/24/15,4/1/22,20.0,"Kyprolis in combination with daratumumab and dexamethasone, with lenalidomide and dexamethasone, or with dexamethasone alone is indicated for the treatment of adult patients with multiple myeloma who have received at least one prior therapy.",,2018-06-04T14:07:00Z,2022-06-15T16:03:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/kyprolis
human,Emtricitabine/Tenofovir disoproxil Krka d.d.,HIV Infections,"emtricitabine, tenofovir disoproxil","emtricitabine, tenofovir disoproxil succinate",4686,False,authorised,J05AR03,False,True,False,False,False,False,False,4/28/17,,"KRKA, d.d., Novo mesto",Antivirals for systemic use,2/23/17,1/6/22,9.0,"Emtricitabine/Tenofovir disoproxil Krka d.d. is indicated in antiretroviral combination therapy for the treatment of HIV-1 infected adults.Emtricitabine/Tenofovir disoproxil Krka d.d. is also indicated for the treatment of HIV-1 infected adolescents, with NRTI resistance or toxicities precluding the use of first line agents, aged 12 to < 18 years.",,2018-07-25T09:04:00Z,2022-06-15T15:38:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/emtricitabine-tenofovir-disoproxil-krka-dd
human,Levetiracetam Hospira,Epilepsy,levetiracetam,levetiracetam,2783,False,authorised,N03AX14,False,True,False,False,False,False,False,1/7/14,,Pfizer Europe MA EEIG,"Antiepileptics,",10/23/13,6/14/22,23.0,"Levetiracetam Hospira is indicated as monotherapy in the treatment of partial onset seizures with or without secondary generalisation in adults and adolescents from 16 years of age with newly diagnosed epilepsy.Levetiracetam Hospira is indicated as adjunctive therapyin the treatment of partial onset seizures with or without secondary generalisation in adults, adolescents and children from 4 years of age with epilepsy.in the treatment of myoclonic seizures in adults and adolescents from 12 years of age with Juvenile Myoclonic Epilepsy.in the treatment of primary generalised tonic-clonic seizures in adults and adolescents from 12 years of age with Idiopathic Generalised Epilepsy.Levetiracetam Hospira concentrate is an alternative for patients when oral administration is temporarily not feasible.",,2017-11-01T14:09:00Z,2022-06-15T11:23:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/levetiracetam-hospira
human,Truvelog Mix 30,Diabetes Mellitus,insulin aspart,insulin aspart,5635,False,authorised,A10AD05,True,False,True,False,False,False,False,4/25/22,,sanofi-aventis groupe ,Drugs used in diabetes,2/24/22,4/25/22,,"Truvelog Mix 30 is indicated for treatment of diabetes mellitus in adults, adolescents and children aged 10 years and above.",,2022-02-23T16:01:00Z,2022-06-15T10:39:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/truvelog-mix-30
human,Levetiracetam ratiopharm,Epilepsy,levetiracetam,levetiracetam,2244,False,authorised,N03AX14,False,True,False,False,False,False,False,8/26/11,,ratiopharm GmbH,"Antiepileptics,",,6/8/22,14.0,"Levetiracetam ratiopharm is indicated as monotherapy in the treatment of partial onset seizures with or without secondary generalisation in patients from 16 years of age with newly diagnosed epilepsy.Levetiracetam ratiopharm is indicated as adjunctive therapy:in the treatment of partial onset seizures with or without secondary generalisation in adults, children and infants from 1 month of age with epilepsy;in the treatment of myoclonic seizures in adults and adolescents from 12 years of age with juvenile myoclonic epilepsy;in the treatment of primary generalised tonic-clonic seizures in adults and adolescents from 12 years of age with idiopathic generalised epilepsy.",,2017-08-10T14:15:00Z,2022-06-10T11:41:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/levetiracetam-ratiopharm
human,Gavreto,"Carcinoma, Non-Small-Cell Lung",pralsetinib,pralsetinib,5413,False,authorised,L01XE,True,False,False,True,False,False,False,11/18/21,,Roche Registration GmbH ,Antineoplastic agents,9/16/21,6/9/22,3.0,Gavreto is indicated as monotherapy for the treatment of adult patients with rearranged during transfection (RET) fusion-positive advanced non-small cell lung cancer (NSCLC) not previously treated with a RET inhibitor.,,2021-09-14T15:16:00Z,2022-06-10T08:34:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/gavreto
human,Matever,Epilepsy,levetiracetam,levetiracetam,2024,False,authorised,N03AX14,False,True,False,False,False,False,False,10/3/11,,Pharmathen S.A.,"Antiepileptics,",,6/9/22,26.0,"Matever is indicated as monotherapy in the treatment of partial-onset seizures with or without secondary generalisation in patients from 16 years of age with newly diagnosed epilepsy.Matever is indicated as adjunctive therapy:in the treatment of partial-onset seizures with or without secondary generalisation in adults, children and infants from one month of age with epilepsy;in the treatment of myoclonic seizures in adults and adolescents from 12 years of age with juvenile myoclonic epilepsy;in the treatment of primary generalised tonic-clonic seizures in adults and adolescents from 12 years of age with idiopathic generalised epilepsy.",,2018-07-02T16:30:00Z,2022-06-09T15:56:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/matever
human,Lopinavir/Ritonavir Mylan,HIV Infections,"lopinavir, ritonavir","lopinavir, ritonavir",4025,False,authorised,J05AR10,False,True,False,False,False,False,False,1/14/16,,Mylan Pharmaceuticals Limited,Antivirals for systemic use,11/19/15,6/9/22,14.0,"Lopinavir/ritonavir is indicated in combination with other antiretroviral medicinal products for the treatment of human immunodeficiency virus (HIV-1) infected adults, adolescents and children above the age of 2 years.The choice of lopinavir/ritonavir to treat protease inhibitor experienced HIV-1 infected patients should be based on individual viral resistance testing and treatment history of patients.",,2018-06-14T15:19:00Z,2022-06-09T09:41:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/lopinavir-ritonavir-mylan
human,Glyxambi,"Diabetes Mellitus, Type 2","empagliflozin, linagliptin","empagliflozin, linagliptin",3833,False,authorised,A10BD19,False,False,False,False,False,False,False,11/11/16,,Boehringer Ingelheim International GmbH,Drugs used in diabetes,9/15/16,4/13/22,15.0,"Glyxambi, fixed dose combination of empagliflozin and linagliptin, is indicated in adults aged 18 years and older with type 2 diabetes mellitus:to improve glycaemic control when metformin and/or sulphonylurea (SU) and one of the monocomponents of Glyxambi do not provide adequate glycaemic control;when already being treated with the free combination of empagliflozin and linagliptin.",,2018-08-03T12:11:00Z,2022-05-25T15:36:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/glyxambi
human,Synjardy,"Diabetes Mellitus, Type 2","empagliflozin, metformin","empagliflozin, metformin",3770,False,authorised,A10BD20,False,False,False,False,False,False,False,5/27/15,,Boehringer Ingelheim,Drugs used in diabetes,3/26/15,3/24/22,24.0,"Synjardy is indicated in adults aged 18 years and older with type 2 diabetes mellitus as an adjunct to diet and exercise to improve glycaemic control:in patients inadequately controlled on their maximally tolerated dose of metformin alone;in patients inadequately controlled with metformin in combination with other glucose-lowering medicinal products, including insulin;in patients already being treated with the combination of empagliflozin and metformin as separate tablets.",,2018-05-31T12:16:00Z,2022-05-25T15:34:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/synjardy
human,Actos,"Diabetes Mellitus, Type 2",pioglitazone,pioglitazone hydrochloride,285,False,authorised,A10BG03,False,False,False,False,False,False,False,10/13/00,,CHEPLAPHARM Arzneimittel GmbH,Drugs used in diabetes,,5/23/22,29.0,"Pioglitazone is indicated in the treatment of type-2 diabetes mellitus:as monotherapy:in patients (particularly overweight patients) inadequately controlled by diet and exercise for whom metformin is inappropriate because of contraindications or intolerance;as dual oral therapy in combination with:metformin, in patients (particularly overweight patients) with insufficient glycaemic control despite maximal tolerated dose of monotherapy with metformin;a sulphonylurea, only in patients who show intolerance to metformin or for whom metformin is contraindicated, with insufficient glycaemic control despite maximal tolerated dose of monotherapy with a sulphonylurea;as triple oral therapy in combination with:metformin and a sulphonylurea, in patients (particularly overweight patients) with insufficient glycaemic control despite dual oral therapy.Pioglitazone is also indicated for combination with insulin in type-2 diabetes mellitus patients with insufficient glycaemic control on insulin for whom metformin is inappropriate because of contraindications or intolerance.",,2016-05-26T00:00:00Z,2022-05-24T12:56:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/actos
human,Rasilez HCT,Hypertension,"aliskiren, hydrochlorothiazide","aliskiren, hydrochlorothiazide",964,False,withdrawn,C09XA52,False,False,False,False,False,False,False,1/16/09,,Noden Pharma DAC,Agents acting on the renin-angiotensin system,,12/20/21,17.0,"Treatment of essential hypertension in adults.Rasilez HCT is indicated in patients whose blood pressure is not adequately controlled on aliskiren or hydrochlorothiazide used alone.Rasilez HCT is indicated as substitution therapy in patients adequately controlled with aliskiren and hydrochlorothiazide, given concurrently, at the same dose level as in the combination.",,2018-08-27T00:00:00Z,2022-05-20T16:17:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/rasilez-hct
human,Riltrava Aerosphere,"Pulmonary Disease, Chronic Obstructive","formoterol fumarate dihydrate, glycopyrronium, budesonide","budesonide, formoterol fumarate dihydrate, glycopyrronium bromide",5311,False,authorised,R03AL11,False,False,False,False,False,False,False,1/6/22,,AstraZeneca AB,"Drugs for obstructive airway diseases,",11/11/21,5/19/22,1.0,Riltrava Aerosphere is indicated as a maintenance treatment in adult patients with moderate to severe chronic obstructive pulmonary disease (COPD) who are not adequately treated by a combination of an inhaled corticosteroid and a long-acting beta2 agonist or combination of a long-acting beta2 agonist and a long-acting muscarinic antagonist (for effects on symptoms control and prevention of exacerbations see section 5.1).,,2021-11-10T14:47:00Z,2022-05-20T13:58:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/riltrava-aerosphere
human,Trixeo Aerosphere,"Pulmonary Disease, Chronic Obstructive","formoterol, glycopyrronium bromide, budesonide","formoterol fumarate dihydrate, glycopyrronium bromide, budesonide",4983,False,authorised,R03AL,False,False,False,False,False,False,False,12/9/20,,AstraZeneca AB,"Drugs for obstructive airway diseases,",10/15/20,5/19/22,3.0,Trixeo Aerosphere is indicated as a maintenance treatment in adult patients with moderate to severe chronic obstructive pulmonary disease (COPD) who are not adequately treated by a combination of an inhaled corticosteroid and a long acting beta2 agonist or combination of a long-acting beta2 agonist and a long acting muscarinic antagonist.,,2021-01-05T16:16:00Z,2022-05-20T13:48:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/trixeo-aerosphere
human,Alunbrig,"Carcinoma, Non-Small-Cell Lung",brigatinib,brigatinib,4248,False,authorised,L01XE43,True,False,False,False,False,False,False,11/22/18,,Takeda Pharma A/S,Antineoplastic agents,9/19/18,2/17/22,8.0,Alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase (ALK)‑positive advanced non‑small cell lung cancer (NSCLC) previously not treated with an ALK inhibitor.Alunbrig is indicated as monotherapy for the treatment of adult patients with anaplastic lymphoma kinase ALKpositive advanced NSCLC previously treated with crizotinib.,,2018-11-26T16:01:00Z,2022-05-18T11:47:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/alunbrig
human,Efavirenz/Emtricitabine/Tenofovir disoproxil Zentiva,HIV Infections,"efavirenz, emtricitabine, tenofovir disoproxil","efavirenz, emtricitabine, tenofovir disoproxil phosphate",4250,False,authorised,J05AR06,False,True,False,False,False,False,False,7/17/17,,Zentiva k.s.,Antivirals for systemic use,5/18/17,5/17/22,8.0,"Efavirenz/Emtricitabine/Tenofovir disoproxil Zentiva is a fixed-dose combination of efavirenz, emtricitabine and tenofovir disoproxil.It is indicated for the treatment of human immunodeficiency virus-1 (HIV-1) infection in adults aged 18 years and over with virologic suppression to HIV-1 RNA levels of < 50 copies/ml on their current combination antiretroviral therapy for more than three months.Patients must not have experienced virological failure on any prior antiretroviral therapy and must be known not to have harboured virus strains with mutations conferring significant resistance to any of the three components contained in Efavirenz/Emtricitabine/Tenofovir disoproxil Zentiva prior to initiation of their first antiretroviral treatment regimen.The demonstration of the benefit of the combination efavirenz/emtricitabine/tenofovir disoproxil is primarily based on 48-week data from a clinical study in which patients with stable virologic suppression on a combination antiretroviral therapy changed to efavirenz/emtricitabine/tenofovir disoproxil.No data are currently available from clinical studies with combination efavirenz/emtricitabine/tenofovir disoproxil in treatment-naïve or in heavily pretreated patients.No data are available to support the combination of efavirenz/emtricitabine/tenofovir disoproxil and other antiretroviral agents.",,2018-01-09T13:32:00Z,2022-05-18T11:32:00Z,https://www.ema.europa.eu/en/medicines/human/EPAR/efavirenz-emtricitabine-tenofovir-disoproxil-zentiva
